Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Ukraine 105327432 0 .17 .04 22 128 7844 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
TuckyoRose 105327432 .53 .06 0 8 128 15 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
TuckyoRose 105327432 .53 .06 0 8 128 15 178045
TuckyoRose 105327432 .53 .06 0 8 128 15 178045
TuckyoRose 105327432 .53 .06 0 8 128 15 178045
TuckyoRose 105327432 .53 .06 0 8 128 15 178045
TuckyoRose 105327432 .53 .06 0 8 128 15 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
Russia 105327432 .02 .91 .02 117 128 4700 178045
NEW 1058038885765255175 .06 .80 0 4 5 65 178045
NEW 1058038885765255175 .06 .80 0 4 5 65 178045
BREAKING 1058038885765255175 0 .20 0 1 5 1094 178045
NEW 1058038885765255175 .06 .80 0 4 5 65 178045
NEW 1058038885765255175 .06 .80 0 4 5 65 178045
Rstats 1063468160127385601 .33 1.00 0 1 1 3 178045
McBrideFire 1070083706822438912 .50 1.00 0 1 1 2 178045
FreedomToVoteAct 109071031 .05 .50 0 1 2 20 178045
JohnLewis 109071031 .05 .50 0 1 2 19 178045
TrayvonMartin 109071031 .09 .50 0 1 2 11 178045
utpol 1120698997327294464 .25 .05 0 1 17 4 178045
Facebook 1120698997327294464 .02 .05 0 1 17 41 178045
MoscowMarsha 1120698997327294464 .33 .05 0 1 17 3 178045
Ukraine 1120698997327294464 0 .11 .04 2 17 7844 178045
ERCOT 1120698997327294464 .66 .11 0 2 17 3 178045
ERCOT 1120698997327294464 .66 .11 0 2 17 3 178045
January6th 1120698997327294464 .01 .05 0 1 17 82 178045
StandWithUkriane 1120698997327294464 0 .05 0 1 17 134 178045
txlege 1120698997327294464 .08 .17 0 3 17 37 178045
SeizeRussianAAAAAAets 1120698997327294464 1.00 .05 0 1 17 1 178045
RedFox 1120698997327294464 .50 .05 0 1 17 2 178045
StandwithUkraine 1120698997327294464 .10 .05 0 1 17 10 178045
pasen 1120698997327294464 1.00 .05 0 1 17 1 178045
txlege 1120698997327294464 .08 .17 0 3 17 37 178045
txlege 1120698997327294464 .08 .17 0 3 17 37 178045
azgov 1120698997327294464 1.00 .11 0 2 17 2 178045
azgov 1120698997327294464 1.00 .11 0 2 17 2 178045
NY 114782468 0 .14 0 1 7 283 178045
OOTT 114782468 .16 .85 0 6 7 37 178045
OOTT 114782468 .16 .85 0 6 7 37 178045
OOTT 114782468 .16 .85 0 6 7 37 178045
OOTT 114782468 .16 .85 0 6 7 37 178045
OOTT 114782468 .16 .85 0 6 7 37 178045
OOTT 114782468 .16 .85 0 6 7 37 178045
OathKeepers 1171109054 .12 .07 0 1 13 8 178045
January6thCommittee 1171109054 .14 .07 0 1 13 7 178045
SWIFT 1171109054 .02 .07 0 1 13 41 178045
Ukraine 1171109054 0 .61 .04 8 13 7844 178045
Ukraine 1171109054 0 .61 .04 8 13 7844 178045
Ukraine 1171109054 0 .61 .04 8 13 7844 178045
Ukraine 1171109054 0 .61 .04 8 13 7844 178045
Ukraine 1171109054 0 .61 .04 8 13 7844 178045
Ukraine 1171109054 0 .61 .04 8 13 7844 178045
Ukraine 1171109054 0 .61 .04 8 13 7844 178045
Ukraine 1171109054 0 .61 .04 8 13 7844 178045
RussianWarCrimes 1171109054 .03 .15 0 2 13 60 178045
RussianWarCrimes 1171109054 .03 .15 0 2 13 60 178045
WomensFuturesMonth 1171150024983470080 1.00 1.00 0 1 1 1 178045
CerroPeladoFire 120384730 1.00 1.00 0 1 1 1 178045
JemezMountains 120384730 1.00 1.00 0 1 1 1 178045
WorstPresidentEver 1205226529455632385 .03 .01 0 1 62 31 178045
WeRemember 1205226529455632385 .07 .04 0 3 62 41 178045
WeRemember 1205226529455632385 .07 .04 0 3 62 41 178045
ItStartedWithWords 1205226529455632385 1.00 .01 0 1 62 1 178045
WeRemember 1205226529455632385 .07 .04 0 3 62 41 178045
FoxNewsIsKillingUs 1205226529455632385 1.00 .08 0 5 62 5 178045
FoxNewsIsKillingUs 1205226529455632385 1.00 .08 0 5 62 5 178045
FoxNewsIsKillingUs 1205226529455632385 1.00 .08 0 5 62 5 178045
FoxNewsIsKillingUs 1205226529455632385 1.00 .08 0 5 62 5 178045
FoxNewsIsKillingUs 1205226529455632385 1.00 .08 0 5 62 5 178045
Ukraine 1205226529455632385 0 .11 .04 7 62 7844 178045
NotRight 1205226529455632385 1.00 .03 0 2 62 2 178045
NotRight 1205226529455632385 1.00 .03 0 2 62 2 178045
StandWithUkraine 1205226529455632385 0 .09 0 6 62 1016 178045
StandWithUkraine 1205226529455632385 0 .09 0 6 62 1016 178045
StandWithUkraine 1205226529455632385 0 .09 0 6 62 1016 178045
StandWithUkraine 1205226529455632385 0 .09 0 6 62 1016 178045
BanFoxFromBases 1205226529455632385 .40 .17 0 11 62 27 178045
BanFoxFromBases 1205226529455632385 .40 .17 0 11 62 27 178045
BanFoxFromBases 1205226529455632385 .40 .17 0 11 62 27 178045
BanFoxFromBases 1205226529455632385 .40 .17 0 11 62 27 178045
BanFoxFromBases 1205226529455632385 .40 .17 0 11 62 27 178045
BanFoxFromBases 1205226529455632385 .40 .17 0 11 62 27 178045
BanFoxFromBases 1205226529455632385 .40 .17 0 11 62 27 178045
BanFoxFromBases 1205226529455632385 .40 .17 0 11 62 27 178045
BanFoxFromBases 1205226529455632385 .40 .17 0 11 62 27 178045
BanFoxFromBases 1205226529455632385 .40 .17 0 11 62 27 178045
StandWithUkraine 1205226529455632385 0 .09 0 6 62 1016 178045
JacksonvilleFL 1205226529455632385 1.00 .01 0 1 62 1 178045
StandWithUkraine 1205226529455632385 0 .09 0 6 62 1016 178045
SlavaUkraini 1205226529455632385 .04 .08 0 5 62 115 178045
RedFox 1205226529455632385 .50 .01 0 1 62 2 178045
MoscowMitch 1205226529455632385 .06 .04 0 3 62 47 178045
MoscowMitch 1205226529455632385 .06 .04 0 3 62 47 178045
MoscowMitch 1205226529455632385 .06 .04 0 3 62 47 178045
SlavaUkraini 1205226529455632385 .04 .08 0 5 62 115 178045
SlavaUkraini 1205226529455632385 .04 .08 0 5 62 115 178045
InternationalWomensDay 1205226529455632385 0 .01 0 1 62 156 178045
WeBackBiden 1205226529455632385 1.00 .03 0 2 62 2 178045
PutinPropagandist 1205226529455632385 1.00 .06 0 4 62 4 178045
PutinPropagandist 1205226529455632385 1.00 .06 0 4 62 4 178045
PutinPropagandist 1205226529455632385 1.00 .06 0 4 62 4 178045
PutinPropagandist 1205226529455632385 1.00 .06 0 4 62 4 178045
PartyOfPutin 1205226529455632385 .33 .03 0 2 62 6 178045
PartyOfPutin 1205226529455632385 .33 .03 0 2 62 6 178045
WeBackBiden 1205226529455632385 1.00 .03 0 2 62 2 178045
PartyofPutin 1205226529455632385 .83 .08 0 5 62 6 178045
PartyofPutin 1205226529455632385 .83 .08 0 5 62 6 178045
PartyofPutin 1205226529455632385 .83 .08 0 5 62 6 178045
PartyofPutin 1205226529455632385 .83 .08 0 5 62 6 178045
PartyofPutin 1205226529455632385 .83 .08 0 5 62 6 178045
MAGAMadness 1205226529455632385 1.00 .03 0 2 62 2 178045
SlavaUkraini 1205226529455632385 .04 .08 0 5 62 115 178045
SlavaUkraini 1205226529455632385 .04 .08 0 5 62 115 178045
OutrageMachine 1205226529455632385 1.00 .03 0 2 62 2 178045
MAGAMadness 1205226529455632385 1.00 .03 0 2 62 2 178045
PostYourBracket 1205226529455632385 1.00 .01 0 1 62 1 178045
ComradeCawthorn 1205226529455632385 .50 .01 0 1 62 2 178045
OutrageMachine 1205226529455632385 1.00 .03 0 2 62 2 178045
AlexJones 1205226529455632385 .50 .01 0 1 62 2 178045
MikeLindell 1205226529455632385 1.00 .01 0 1 62 1 178045
Cult45 1205226529455632385 .50 .01 0 1 62 2 178045
RudyGiuliani 1205226529455632385 .25 .01 0 1 62 4 178045
BanFoxFromBases 1205226529455632385 .40 .17 0 11 62 27 178045
MAGAMADNESS 1205226529455632385 1.00 .01 0 1 62 1 178045
SpinelessSixteen 1205226529455632385 1.00 .01 0 1 62 1 178045
TheirGameYourSkin 1205226529455632385 1.00 .01 0 1 62 1 178045
RussianRandPaul 1205226529455632385 1.00 .03 0 2 62 2 178045
RussianRandPaul 1205226529455632385 1.00 .03 0 2 62 2 178045
Russia 126424795 0 .50 .02 1 2 4700 178045
Poland 126424795 0 .50 0 1 2 131 178045
Bulgaria 126424795 .09 .50 0 1 2 11 178045
Hawaiian 126424795 .50 .50 0 1 2 2 178045
pagov 1265761679947771905 1.00 1.00 0 5 5 5 178045
pagov 1265761679947771905 1.00 1.00 0 5 5 5 178045
pagov 1265761679947771905 1.00 1.00 0 5 5 5 178045
pagov 1265761679947771905 1.00 1.00 0 5 5 5 178045
pagov 1265761679947771905 1.00 1.00 0 5 5 5 178045
RussianAAAAAAetTracker 1295958600 .33 1.00 0 1 1 3 178045
NEW 1296267480361578496 .01 1.00 0 1 1 65 178045
childcare 1332673426180419585 .25 1.00 0 1 1 4 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
YachtWatch 1336824516 .84 1.00 0 22 22 26 178045
SundayShow 1338892910549475330 .25 1.00 0 1 1 4 178045
SundayMorning 1338892910549475330 .01 1.00 0 1 1 56 178045
SOTU 1351284403801108481 .03 1.00 0 10 10 283 178045
SOTU 1351284403801108481 .03 1.00 0 10 10 283 178045
SOTU 1351284403801108481 .03 1.00 0 10 10 283 178045
SOTU 1351284403801108481 .03 1.00 0 10 10 283 178045
SOTU 1351284403801108481 .03 1.00 0 10 10 283 178045
SOTU 1351284403801108481 .03 1.00 0 10 10 283 178045
SOTU 1351284403801108481 .03 1.00 0 10 10 283 178045
SOTU 1351284403801108481 .03 1.00 0 10 10 283 178045
SOTU 1351284403801108481 .03 1.00 0 10 10 283 178045
SOTU 1351284403801108481 .03 1.00 0 10 10 283 178045
January6th 1437511757749276675 .01 1.00 0 1 1 82 178045
JamalKhashoggi 15469000 .25 1.00 0 1 1 4 178045
marZZZZZZploraton 16178922 1.00 1.00 0 1 1 1 178045
aerialexploring 16178922 1.00 1.00 0 1 1 1 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
BlockPutinWallets 163018653 .33 0 0 2 516 6 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
BlockPutinWallets 163018653 .33 0 0 2 516 6 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
prayforukraine 163018653 .33 0 0 1 516 3 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
PutinIsaWarCriminal 163018653 .27 .03 0 19 516 69 178045
PutinIsaWarCriminal 163018653 .27 .03 0 19 516 69 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
SwiftBan 163018653 1.00 0 0 2 516 2 178045
SwiftBan 163018653 1.00 0 0 2 516 2 178045
embargo 163018653 1.00 0 0 1 516 1 178045
PutinIsaWarCriminal 163018653 .27 .03 0 19 516 69 178045
BanRussiafromSwift 163018653 .60 0 0 3 516 5 178045
SWIFToffRussia 163018653 1.00 0 0 1 516 1 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
BanRussiafromSwift 163018653 .60 0 0 3 516 5 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
BanRussiafromSwift 163018653 .60 0 0 3 516 5 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraineNOW 163018653 .75 0 0 3 516 4 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraineNOW 163018653 .75 0 0 3 516 4 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
RussiaLies 163018653 1.00 0 0 1 516 1 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StopRussia 163018653 .03 0 0 5 516 131 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
Ukraine 163018653 .04 .62 .04 323 516 7844 178045
Ukraine 163018653 .04 .62 .04 323 516 7844 178045
Ukraine 163018653 .04 .62 .04 323 516 7844 178045
RussiaUkraineWar 163018653 .04 0 0 3 516 66 178045
StandWithUkraineNOW 163018653 .75 0 0 3 516 4 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
russiagohome 163018653 1.00 0 0 1 516 1 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
RussiaGoToHell 163018653 1.00 0 0 3 516 3 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkriane 163018653 .13 .03 0 18 516 134 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
PutinIsaWarCriminal 163018653 .27 .03 0 19 516 69 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
PutinAtWar 163018653 .16 0 0 1 516 6 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
PutinIsaWarCriminal 163018653 .27 .03 0 19 516 69 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
UkraineUnderAttack 163018653 .13 .03 0 17 516 126 178045
UkraineUnderAttack 163018653 .13 .03 0 17 516 126 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
????????????????? 163018653 .01 1.92 .55 993 516 98085 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
????????????????? 163018653 .01 1.92 .55 993 516 98085 178045
????????????????? 163018653 .01 1.92 .55 993 516 98085 178045
????????????????? 163018653 .01 1.92 .55 993 516 98085 178045
????????????????? 163018653 .01 1.92 .55 993 516 98085 178045
????????????????? 163018653 .01 1.92 .55 993 516 98085 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
PutinWarCriminal 163018653 .08 0 0 4 516 49 178045
PutinWarCriminal 163018653 .08 0 0 4 516 49 178045
VisaMastercardleaveRussia 163018653 1.00 0 0 1 516 1 178045
PutinIsATerrorist 163018653 .66 0 0 2 516 3 178045
PutinIsATerrorist 163018653 .66 0 0 2 516 3 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
StandingWithUkraine 163018653 .04 0 0 1 516 22 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
PutinHitler 163018653 .52 .05 0 26 516 50 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
UkraineRussiaWar 163018653 .03 .01 0 9 516 226 178045
UkraineKrieg 163018653 .50 0 0 2 516 4 178045
UkraineRussiaWar 163018653 .03 .01 0 9 516 226 178045
UkraineKrieg 163018653 .50 0 0 2 516 4 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
Zelensky 163018653 .07 .02 0 15 516 199 178045
UkraineUnderAttack 163018653 .13 .03 0 17 516 126 178045
UkraineUnderAttack 163018653 .13 .03 0 17 516 126 178045
PutinsWar 163018653 .16 .04 0 21 516 130 178045
PutinWarCriminal 163018653 .08 0 0 4 516 49 178045
RussianUkrainianWar 163018653 .19 .01 0 7 516 36 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
RussianUkrainianWar 163018653 .19 .01 0 7 516 36 178045
RussiaGoHome 163018653 .89 .04 0 25 516 28 178045
UkraineRussiaWar 163018653 .03 .01 0 9 516 226 178045
StandWithUkraine 163018653 .17 .35 0 181 516 1016 178045
